fname,H1,S1,V1,H2,S2,V2,H3,S3,V3,H4,S4,V4,H5,S5,V5,H6,S6,V6,H7,S7,V7,H8,S8,V8,Monochromatic,Analogous,Complementary,Triadic,Split Complementary,Double Complementary,Color
/home/ludosc/ludusc/old_data/stylegan-10000-textile_ada//seed00014.png,34.83919526075229,33.85321622211656,78.53071519660685,31.052391888463113,48.98130223146356,35.79978609625669,36.036394275618065,44.11346246750666,61.39451015320401,34.67266387103845,44.928586497184874,53.47719787633177,36.08706868178301,39.855633809058695,68.68885993643991,33.335762074773804,46.30219656459956,44.63700908418484,22.621834311060258,40.24067250115155,24.37716675789858,34.713649503867465,27.37876995544185,88.5628492943071,0,1,0,0,0,0,Red
/home/ludosc/ludusc/old_data/stylegan-10000-textile_ada//seed00015.png,196.3929113192555,30.219110562318047,42.692692412833324,166.7867409797594,2.9968405265906264,77.4194236296856,200.8500818057992,34.15419454943014,56.4465041117814,191.90532401434086,25.811676808788658,35.31403577255303,197.04047619047623,19.22479082550261,61.304968021794295,12.101028238442892,27.889298858122824,33.21626689891643,200.86319060655558,34.00023350966968,50.19766506222668,194.23443587830565,12.05733305346488,70.77712143185597,0,0,1,0,0,1,Cyan
/home/ludosc/ludusc/old_data/stylegan-10000-textile_ada//seed00016.png,192.25406852087113,34.98778552059332,22.964637295247318,44.82945020356498,20.97980902433013,53.59891765731799,36.40509583469233,46.472085631110374,36.65212418300654,191.75601989488956,28.101441241685134,30.37201387761483,150.52023121387245,0.8689373724690111,87.48009007524578,190.19655553208497,40.74917083247983,17.109567538747765,42.53649216660298,21.789340291712385,69.83962505524156,177.00427574825594,11.673584476085383,39.057674351792,0,0,0,0,1,0,Cyan
/home/ludosc/ludusc/old_data/stylegan-10000-textile_ada//seed00017.png,20.49195454767766,71.33005865580068,27.827173118119507,30.451032439525434,44.3164397804483,53.74790844258167,25.354796647004036,59.42168550228942,36.22559044067525,21.95814350893427,81.82102040365187,24.653869538782246,26.36183799802932,52.26290858344635,42.074577616791125,30.41480449510236,39.606670247570676,59.51078467696823,28.3710216248229,47.6906128041121,48.273184033505835,22.46633523306901,65.45902967599476,31.19561839786822,1,1,0,0,0,0,Red
/home/ludosc/ludusc/old_data/stylegan-10000-textile_ada//seed00018.png,28.214911242603552,9.750450020770188,59.74922552237022,85.53368929570314,2.508172445943238,77.71475866443974,221.0430609925495,5.464290458192385,39.50813415390487,199.32308054718916,18.51233096321893,63.00572910789138,182.4171482752394,4.886537696754691,68.3168003436601,82.70962949206057,2.2301503109712475,86.06548721067793,200.56587833405925,16.556907609517246,52.55267225064435,351.21774193548396,14.416771122858634,27.95526913173972,0,0,1,0,1,1,Red
/home/ludosc/ludusc/old_data/stylegan-10000-textile_ada//seed00019.png,20.813117422887665,49.859720917648104,70.64351301307008,31.179478039570835,41.55230733725324,71.87955823162665,33.56297121537943,36.10381495450191,79.35598089320906,32.52757554297708,43.6374590855051,67.4789969545584,19.68200646019381,60.282778116309224,57.93119007332205,32.95332481581871,38.656251125083436,75.06716699756419,31.196059375451235,47.49091749658081,63.333870133419225,21.236890242538898,54.13716792732415,63.97583549548852,0,1,0,0,0,0,Red
/home/ludosc/ludusc/old_data/stylegan-10000-textile_ada//seed00020.png,28.080045771578014,19.87588402846219,53.07943260372803,28.22383441800915,16.62931049777341,64.49229759984134,28.136822647123648,18.130181583704417,58.65320208249519,28.31131312732941,15.884043444554951,67.86774338411337,28.34858429550138,15.094380555851844,72.06475148198814,28.225488367134844,17.39939892943361,61.42265894101626,28.116581271329075,18.833720243245978,56.04003839297956,27.911667169128705,22.323171142068787,48.823282978880705,1,1,0,0,0,0,Red
/home/ludosc/ludusc/old_data/stylegan-10000-textile_ada//seed00021.png,356.10425180980764,99.00444270109405,69.23391411513798,41.838162223701595,11.154021787830338,78.03118220878645,146.07346870700079,31.70811033782498,46.244917673960764,150.7429026209062,57.41915532669023,79.61990490146236,4.1741651065885605,80.53876405275079,18.996970716930328,146.28210151189063,20.072004679657816,65.92332985349157,43.012654564165196,8.172556124368729,82.32683224561147,358.09301647470477,94.70147401682694,45.83933185122875,0,0,0,0,1,0,Magenta
/home/ludosc/ludusc/old_data/stylegan-10000-textile_ada//seed00022.png,41.847633106585086,7.416548479865728,75.64978751361267,42.72203196347039,7.658436082074664,73.61543742223367,42.443533913514635,7.939849543198527,69.88810282138729,40.581320409373326,7.199784698763886,77.8361667009777,42.6201495194019,8.313028380897894,65.92592592592594,42.498839846703405,7.520765091822856,74.6958938938587,42.599990555791614,7.751795159627356,72.17562075357877,41.15979356948032,7.30982501980873,76.56388672797027,1,1,0,0,0,0,Yellow
/home/ludosc/ludusc/old_data/stylegan-10000-textile_ada//seed00023.png,30.94206728300593,27.515165633110904,81.78970538912705,19.072855876105834,64.33211915383946,45.59787070403304,40.420239853416085,19.419533468506735,86.46831411651515,23.80648262408258,40.968524285082545,64.69038679301508,19.14304149016748,70.98563838684754,32.86552003979162,26.739704665520968,34.042015342488504,73.49742875153446,22.72556272240431,46.753702752678926,52.91374198561426,41.918032916413175,16.850617543984846,90.3565838876197,0,1,0,0,0,0,Red
/home/ludosc/ludusc/old_data/stylegan-10000-textile_ada//seed00024.png,28.119864472803258,45.81997006628181,25.56455170508473,32.10199576252353,32.81201384567517,47.702600851103306,33.29769520637981,30.457150864456207,57.02115516322959,30.9892914045589,37.46741694889457,39.026708434853234,27.87249131982374,57.25036897919284,18.54873049611216,26.339201040825753,43.3645958838114,21.081391401853757,29.5339515199477,42.63010443557852,31.50471206305471,34.009726852843144,29.062683347457874,67.2815175892421,1,1,0,0,0,0,Red
/home/ludosc/ludusc/old_data/stylegan-10000-textile_ada//seed00025.png,35.41120230578785,46.220259127575844,67.35684605954425,17.884194979000814,53.41201335049227,63.11556196108148,16.78362957509467,62.8355465603767,52.38723777169503,21.07787806424,46.5323291577332,72.6023554696914,17.642699855250015,56.83905568258511,58.07198554193968,21.597810383703635,49.51915660780592,67.34025412690909,30.27051768204066,45.65317527622372,56.78202729855193,32.19668626402992,29.23006153605805,39.42682133935599,0,1,0,0,0,0,Yellow
/home/ludosc/ludusc/old_data/stylegan-10000-textile_ada//seed00026.png,45.97202598423231,12.409929935995127,68.88531538002479,77.71813327141868,10.735204925183412,49.10569304708983,42.43480569956002,13.552213772799057,78.32394313565338,67.10694571303765,10.250582458006702,55.06956898613103,86.16481000283001,11.575596216615441,42.6701231367466,42.32476677453924,13.951083950633198,74.88535077919678,43.026204116274144,12.687431017309606,81.8875333246075,52.81577209697195,11.327333816144087,61.54458802339643,0,1,0,0,0,0,Yellow
/home/ludosc/ludusc/old_data/stylegan-10000-textile_ada//seed00027.png,29.44333798945614,50.84015806654831,39.635627346562615,31.68738601369331,34.22593668435363,51.848817817015856,28.629363118891636,68.06229688975029,28.29083539397377,31.334710444938757,37.63902490845653,47.948801212318024,28.879353468157408,57.41038078028349,33.92878158039595,31.25338415888761,31.704580412665628,56.80259929712884,30.032348560306296,43.65311029358236,43.853650749917456,28.838137555777305,80.09641388601246,23.413365346138455,1,1,0,0,0,0,Red
/home/ludosc/ludusc/old_data/stylegan-10000-textile_ada//seed00028.png,38.41365787495023,51.82641614281249,69.25522907887395,40.47796567923577,51.46285421093432,43.03992078851434,37.29286442376274,44.949171989734026,84.8134713790073,38.90664435878303,53.43151633822597,61.67906107919501,37.32964777132614,47.79772603420322,80.1148716367281,40.47214705607913,50.74549126105424,33.59439695706486,39.28051989147441,56.420361465102395,53.27336054565549,37.61301816201215,50.43795495110259,75.07798172881111,1,1,0,0,0,0,Yellow
/home/ludosc/ludusc/old_data/stylegan-10000-textile_ada//seed00029.png,28.80359007648668,63.68186924286676,29.126455013990643,28.85857592889303,53.71156944273694,38.184035861784515,28.740620563780176,46.17125259771168,44.28009559183438,28.97315440008532,59.57301442232674,32.61805695672169,28.82613237940522,50.36224298653503,40.84912932174304,28.72438101261948,69.88364963711805,25.13423555394285,28.93678806353281,56.68390515396414,35.64033065530089,28.508287292817673,27.790244478563842,66.4078431372549,1,1,0,0,0,0,Red
/home/ludosc/ludusc/old_data/stylegan-10000-textile_ada//seed00030.png,33.423146967068995,63.986368952881314,55.49330412374245,32.61604784303712,70.89015586603456,46.57539576392773,33.028960992738654,70.00263917133871,50.42594562389401,32.215364699661784,73.75625040623439,41.97913138383952,35.50653019983533,71.26227728871596,54.32263485371984,31.06057095472117,82.46729084747125,34.47825107054316,32.32306395532609,64.4397355058122,52.27039304409548,33.159249100312074,58.94052901973883,57.57700044154442,1,1,0,0,0,0,Red
/home/ludosc/ludusc/old_data/stylegan-10000-textile_ada//seed00031.png,96.28783712630903,5.597493915553914,75.59176277505068,184.01320986701043,14.990908880447765,57.35397531847744,41.301844215420175,20.642271498532246,84.54488073774604,191.30988930746634,23.38827267751997,50.107974418069425,14.840885742223744,41.543022128751424,92.666952564744,170.96247088258127,9.63861232588172,65.32646692144097,39.78170125195646,20.57563247495513,89.6164341274903,46.79975046787275,18.307998090140895,73.07738229787924,0,0,1,0,1,1,Green
/home/ludosc/ludusc/old_data/stylegan-10000-textile_ada//seed00032.png,35.808353808353814,1.2423839118914788,73.11839476826587,30.05847134203983,10.327620475646944,47.670703153056095,90.56363589887796,0.5567210537355881,85.79660563749147,32.41507395150944,4.878088956681306,58.1370873135579,30.628264007348154,18.35279951836243,37.92341342685187,30.58378378378369,2.637727032933908,65.24249008312238,32.90208170242682,7.0045411512456175,52.42874408889827,30.11675382664139,15.384121935410585,43.082844648650834,0,1,0,0,0,0,BW
/home/ludosc/ludusc/old_data/stylegan-10000-textile_ada//seed00033.png,223.65608318062306,19.670448289845645,27.64873794821796,28.438794620055663,4.1440407513411,97.68611369562471,224.9477755486153,22.523350699162243,24.27249144648008,226.68623587599023,28.897896577702287,18.565123674848138,37.053291536049954,2.205170745195636,58.084721943384864,211.8666666666666,6.394013309020301,39.52173709579297,30.770163735597247,5.28740300549369,80.99554170454054,225.2149739988578,25.24343603692386,21.685771659769017,0,0,1,0,1,1,Blue
/home/ludosc/ludusc/old_data/stylegan-10000-textile_ada//seed00034.png,15.99155362339609,77.05309361680231,89.23636733241855,38.71989709630544,11.505321335586721,89.581492029199,24.735656078496582,55.26679810109422,89.16712766611347,2.9070181688635532,25.72774600381288,43.393389810285164,20.716217097870924,73.4422790760819,78.06997308727414,16.3141629380233,75.62088319617075,93.91823353218052,27.694668200997288,28.745750252687685,90.4970979061684,23.763902636097352,63.90364046150548,80.24217188195934,0,1,0,0,0,0,Red
/home/ludosc/ludusc/old_data/stylegan-10000-textile_ada//seed00035.png,49.55965661676285,7.345334602182785,78.42095707678783,42.47135760758668,9.456932985777186,40.43231904634,64.47939690558907,2.7357943532668925,93.3848612728712,45.05407068753302,11.278769588772128,62.066645125222465,53.766748386451226,5.173034068468231,86.12849869370213,43.88520485375452,11.852730403624898,52.00850351674696,35.42306754450134,7.306795741711322,28.721353700244777,47.109475909037485,9.258440549425709,70.60092512996849,0,1,0,0,0,0,Yellow
/home/ludosc/ludusc/old_data/stylegan-10000-textile_ada//seed00036.png,34.79833144611441,29.931910417824536,80.53934532662109,33.14456858905715,39.104338059884505,60.70547632340253,32.360387316627175,42.44658970236997,54.06468553699042,34.6318314799239,34.47116098350082,71.06823635248145,34.067835230773134,27.26317884436405,86.98227338906983,31.70177067807058,49.52233360900919,44.54509459622304,34.032464258705744,36.63335641964315,66.18138164356651,34.84952827877554,32.24190777507421,75.67790601717866,1,1,0,0,0,0,Red
/home/ludosc/ludusc/old_data/stylegan-10000-textile_ada//seed00037.png,16.097557010611872,78.56687213379038,51.149485985972355,23.72469089581498,53.04125059204294,58.704202508182,25.786757274931492,40.729078091069546,71.19142367894267,14.5578148411213,75.83652623156752,58.336816814750456,18.924138719948143,63.313292218367344,52.59033547318833,23.554266096369815,64.26948750249643,41.73581306628517,15.638055271479116,71.42801167642968,64.92206149226747,24.850770302792526,47.19674037007081,64.96183457359749,1,1,0,0,0,0,Red
/home/ludosc/ludusc/old_data/stylegan-10000-textile_ada//seed00038.png,60.824975229885,0.7354305078956372,82.72596714647243,21.368851702605433,10.445531192967126,46.371059061922644,34.30841121495324,1.5504924383304892,62.33291934816153,27.303910359021298,5.013327219053628,53.89029183946127,22.35917625681406,39.590168401547764,33.515073472332574,24.2205753365452,36.190699643001736,44.121300694190715,46.719579676932455,1.2273031914273413,80.09334844270458,31.644578313252943,1.5571319692794692,71.95589079005096,0,1,0,0,0,0,BW
/home/ludosc/ludusc/old_data/stylegan-10000-textile_ada//seed00039.png,32.61774667110048,48.61387564720791,78.34865524351483,44.74877561299115,4.080110540904696,97.86531403762136,33.36634310126334,24.287028810762806,85.53090440328381,34.07403914171189,17.717143979123218,91.19653560906228,33.37205807814621,35.8061076009341,83.53410745071207,32.980143782887424,43.78262765871102,81.49688346144761,32.51645743092774,52.55195651428376,73.53634701469012,35.95311401109638,12.265793035230251,96.76925074665628,0,1,0,0,0,0,Red
/home/ludosc/ludusc/old_data/stylegan-10000-textile_ada//seed00040.png,35.02692586792957,43.75793836486396,89.10796723752792,32.1664230528294,87.64956385040512,45.137082795500646,32.82515086610637,65.47589315762438,69.8698224852071,41.50961839883239,29.688208316112757,99.03412666557652,33.277238986123336,72.93120475983866,57.016577804970424,26.771053728440144,95.63571756684422,31.62842356783497,38.56497500205084,79.19531417215515,78.87666871993585,32.52638692238383,59.1209900108718,78.14774721198803,1,1,0,0,0,0,Yellow
/home/ludosc/ludusc/old_data/stylegan-10000-textile_ada//seed00041.png,48.57168590059201,25.8651964590775,68.08029224091902,46.69536734797786,20.915520663552826,78.2228917056556,33.86722644124392,38.250466571182336,59.79978124246863,49.5024602370207,23.171601059419146,72.67634821800337,32.241866701685744,42.70007127352359,53.04457751164339,42.46655248348419,15.65641242522311,88.6933654071575,43.760594328764284,18.0063965382701,83.84271600550257,43.3152674152923,30.268153082838623,63.53144204714941,0,1,0,0,0,0,Yellow
/home/ludosc/ludusc/old_data/stylegan-10000-textile_ada//seed00042.png,24.87181168447972,17.7400898287612,46.767306888075154,30.862783481538568,29.782179937234083,24.990061105794005,24.38297872340386,2.3202047045852754,85.26500403381388,29.188219323614458,26.12241751464694,29.57133868894016,32.1966888263871,32.05568011256234,20.287916580059587,27.212075295763157,20.328665918711394,39.88088825891802,31.0454065469906,5.246319405010866,67.25629919426203,27.946423027453772,23.13594871037122,34.473580881026415,1,1,0,0,0,0,Red
/home/ludosc/ludusc/old_data/stylegan-10000-textile_ada//seed00043.png,26.297237692969,24.28778937812076,58.94201735275008,31.20613135923513,13.829383537786386,80.15197826456105,29.14689630915505,18.42573809641611,69.1507283670411,23.93619173045544,30.812900259268293,49.684120709171545,31.70383996320992,11.237858090886679,85.34724728337143,27.972960702214596,21.227586974959102,63.82906590477232,30.177015129394576,16.15598321592058,74.7348143590645,24.668488919628217,27.403292253189736,54.51861524252365,1,1,0,0,0,0,Red
/home/ludosc/ludusc/old_data/stylegan-10000-textile_ada//seed00044.png,79.20707732634341,5.559738650992205,44.61620779572624,38.534166932612955,32.78391629989964,89.10216718266254,47.50541835700881,37.85461341992626,63.733998903322174,42.51423660543769,37.82740973400037,49.348646896775236,40.24541571082207,32.177215108090294,80.44699125508387,43.640129235357456,37.63298091823542,57.288066146265614,38.298244318372554,30.520303086311728,94.0165832495309,45.49281977443829,34.8438704589726,70.31017735503593,0,1,0,0,0,0,Green
/home/ludosc/ludusc/old_data/stylegan-10000-textile_ada//seed00045.png,1.0115048195870213,0.9915774431514368,95.30180850030916,19.193596136766462,55.59990081104076,33.85285614522613,25.768733398574017,17.405745745441276,69.07444467205582,20.34208996247161,39.77554641706823,45.33958649089193,28.881816064675732,9.122085394931581,79.97775053904375,23.113866248971252,24.47271776330002,56.396663781139644,24.518159806295532,3.0838416652645613,88.60504453721654,19.14918519120576,67.35922914784703,20.14892032762472,0,1,0,0,0,0,BW
/home/ludosc/ludusc/old_data/stylegan-10000-textile_ada//seed00046.png,32.04451771559493,42.18620480350661,49.581653399496886,33.369093466780434,26.750771128932765,75.9481809450184,47.84457478005859,5.787687085326326,93.12617871576111,32.3156910654439,36.132535677967375,60.379748857718,32.645712002201165,31.624722255312754,68.28544549132785,33.61443642123807,43.63071423271527,44.18424668383228,29.418360315993574,42.78450407462761,55.59951818985759,35.83984716597826,17.157254248399198,84.10444573869151,0,1,0,0,0,0,Red
/home/ludosc/ludusc/old_data/stylegan-10000-textile_ada//seed00047.png,38.17643702490291,72.7414159211467,18.35010109795077,38.33845528415937,43.54494384785004,56.80221376299808,39.38490196454979,27.193480625043243,82.74866310160427,38.92495689332033,48.65797518038361,37.501778385772916,39.047540689001124,32.79165385715877,72.58994122027835,38.83008422869729,54.455164723672326,27.40226056447494,38.40353068531934,47.30154367562155,47.708089305363295,38.59747894483597,38.25544157100417,64.79269477523087,1,1,0,0,0,0,Yellow
/home/ludosc/ludusc/old_data/stylegan-10000-textile_ada//seed00048.png,236.28577956713914,83.41691038743386,17.6743564724468,45.742708452107195,14.611743677488473,90.72750089126559,33.22773658321709,14.064379565812226,40.32854978997173,47.94706900816224,10.606827451036125,98.1727695525087,41.79030748295041,12.703931024696576,76.06778939526964,18.101942834398905,16.328047571853325,21.46930197473697,38.28670138319734,13.3746726275298,58.722420281243814,276.2168061113132,49.350727066004424,4.7497756609373925,0,0,1,0,1,1,Blue
/home/ludosc/ludusc/old_data/stylegan-10000-textile_ada//seed00049.png,71.30968958770339,9.65073068165484,41.09931867202221,57.971605100565306,16.4398067939099,22.860871802789358,50.92287775106348,5.868562435556527,89.21326555313483,67.80752222909038,12.356857053884612,29.66836045427209,47.94694772582582,32.44954218991372,15.96406755563373,59.038756715272434,8.941524965760184,49.49568712364051,70.47740743786497,11.058799826789805,35.5224140223227,49.71781212089248,8.85334703121718,68.21968429938995,0,1,0,0,0,0,Green
/home/ludosc/ludusc/old_data/stylegan-10000-textile_ada//seed00050.png,42.63013910611748,12.157521475772755,61.006482659960604,41.67789742621715,11.773677782550024,68.28770640647583,41.724621655966864,11.979999393681375,65.87410431902198,43.58095496657285,13.276154404134177,56.71649546004327,41.583115273378276,10.852998986096825,72.98062850545874,42.11654711050209,12.0028718773689,63.316379101010035,41.65580040065565,11.378350199906329,70.51730220460377,43.142329707361846,12.549354955319128,58.992985569856515,1,1,0,0,0,0,Yellow
/home/ludosc/ludusc/old_data/stylegan-10000-textile_ada//seed00051.png,23.468186076981084,62.19314463166696,64.13135697819705,29.208536445936552,38.520879272671216,85.50534487037939,24.35253696855339,54.05167345327061,73.13111249381771,27.23933267773067,43.015197902154185,81.98042540349908,23.531804526710573,68.26399424831865,57.53501400560225,23.880381724347902,57.94284590528045,68.76822438890187,31.134714258510904,34.29565893247892,89.42632909019463,25.329053891298546,48.93110322573595,77.75971060146702,1,1,0,0,0,0,Red
/home/ludosc/ludusc/old_data/stylegan-10000-textile_ada//seed00052.png,54.62735228507635,1.1154137056865854,88.76696696441593,64.60849719101124,2.450274505164789,84.1951095838936,55.9441587068331,2.6447469418291734,74.46711525938788,69.99224505622301,1.194893555902903,91.54113882946716,61.22448979591864,2.073635209479482,46.333333333333336,50.942817721906174,0.5758540334059531,89.83752217349121,65.07007851119529,2.224166778230709,86.85743657153449,64.18381535038921,2.5802794465601933,80.72798100037652,0,1,0,0,0,0,BW
/home/ludosc/ludusc/old_data/stylegan-10000-textile_ada//seed00053.png,45.044162783062966,11.134032860337767,91.97759408580633,210.52025490999884,32.08531211823486,20.748298475864406,22.6230726714822,55.488694769347916,71.51700796036835,47.637526468173334,8.530906148419918,85.7704210488872,44.30144046942735,10.759892231536124,95.06413645060213,56.855983772819364,6.3728024819028075,40.99629040805512,19.295519030699626,84.54298896776773,55.49379384781435,29.182221028602147,25.11409878819218,74.50184772253803,0,0,1,0,1,1,Yellow
/home/ludosc/ludusc/old_data/stylegan-10000-textile_ada//seed00054.png,38.48970142485504,3.623015778653534,69.7878997717422,40.436165138587,3.5325481562191667,76.65150919941665,34.64303138721763,4.964128673918083,58.29113725490196,39.50887504408116,3.5252035269439577,73.08290896866895,36.80427578834855,4.2141917581130635,63.14675587339244,41.40534124629096,3.2952698698906158,85.84122347569163,37.72589264027218,3.832583945411043,66.62193512375791,41.76436254481761,3.4284203266761653,80.54066188342355,1,1,0,0,0,0,BW
